RBPO;NAPO;MBKOM;DIDENT;DCLOSE;UGOVO;
3432710;POKLOPCI ZA BORIS KIDRI^ APATIN;8027609;12/08/1992;;
3432713;POKLOPCI ZA APATIN;8027609;12/08/1992;;
3432711;PROPELER ZA BERG;6017193;12/08/1992;;
3432936;fabrika [ecera VRBAS;6982549;13/08/1992;;
3432944;EPS JP POV, KOPOVI KOSTOLAC;7164335;13/08/1992;;
3432947;REK BITOLA KON.ZUP,ZA REDUKTOR;7142668;13/08/1992;;
3432956;ELEKTROMETAL KOSTOLAC REKONSTR.DOBOSA;7164262;13/08/1992;;
3432957;HK BOR  ULAZNI PAR;7147228;13/08/1992;;
3432959;DD BACKA F.KA SECERA VRBAS;8013985;13/08/1992;;
3432960;EPS POVRSINSKI KOP KOSTOLAC;7164335;13/08/1992;;
3432963;EPS KOSTOLAC POV.KOPOVI IZR.VRATILA TRANSPORT.;7164335;13/08/1992;;
3432966;JP MATROZ SREM.MITROVICA CENTIM.ZUPCANIKA;6993052;13/08/1992;;
3432970;JP RS KOLUBARA PK BAROSEVAC MAS.OBR.AKSIJ.LEZAJA;7063954;13/08/1992;;
3432971;DJERDAP KLADOVO KLADOVO reduktor;6710115;13/08/1992;;
3432972;TENT OBRENOVAC DOK.ZA REDUKTOR;7038496;13/08/1992;;
3432973;GSP BEOGRAD POLUOSOVINA TROLEJBUSA;7022672;13/08/1992;;
3432974;EICKHOFF IZR.REDUKTORA;6017207;13/08/1992;;
3432575;IZRADA LAMELE ZA TEHNORAD;7113552;13/08/1992;;
3432975;DD BACKA VRBAS DORADA NA GLAVCINI;6718426;13/08/1992;;
3432977;JP MATROZ S.MITROVICA SANAC.NOSACA NOZEVA;6993052;13/08/1992;;
3432978;SARTID SMEDEREVO VRATILO;7159757;13/08/1992;;
3432980;JP MATROZ S.MITROVICA RUKAVAC TOCKA;6993052;13/08/1992;;
3432981;$KODA PLZEN IZRADA REDUKTORA;7058128;13/08/1992;;
3432982;PK CIRIKOVAC KOSTOLAC RED.ZA BAGER;7164335;13/08/1992;;
3432984;DRMNO KOSTOLAC POG.OKRET.ODLAGACA;7164335;13/08/1992;;
3432983;SIK KUCEVO IZRADA ZUPC.PARA;6703879;13/08/1992;;
3432985;REK BITOLA MAKEDONIJA;6301444;13/08/1992;;
3432986;AJKOF CILINDRICNI ZUPCANIK;6017207;13/08/1992;;
3432987;REDUKTOR ZA KRU@NO KRETANJE KRANA AZOTARA;8050163;13/08/1992;;
3432988;"IZR. VRATILA IVENTILATORA ""ZVEZDA""V. PLANA";7143095;13/08/1992;;
3432989;IZRADA REDUKTORA ZA BU^IN RADOVI[;;13/08/1992;;
3432990;"BRU[ENJE VRATILA ZA ""ILR""@ELEZNIK";7006934;13/08/1992;;
3432991;"REKONSTRUKCIJA REDUKTORA ZA ""PIVARA"" PAN^EVO";6900852;13/08/1992;;
3432992;DELOVI ZA RUDNIK BAKRA BOR;7147228;13/08/1992;;
3432993;KONI^NI PAR ZA REDUKTOR AK-560;9016252;13/08/1992;;
3432994;IZRADA CIKLOPALOIDNOG I ZUP^ASTOG PARA CRVENKA;8004617;13/08/1992;;
3432995;KON.TANJIR.PAR ZA MKS SMEDEREVO;7584563;13/08/1992;;
3432996;REDUK. DEL.ZA POVR[.KOP KOSTOLAC;7163126;13/08/1992;;
3432997;REZ. DELOVI ZA SALIGORSKI RUDNAP;7058128;13/08/1992;;
3432999;"REZ. DEL.ZA ""BELORUSKALIJ""RUDNAP";7058128;13/08/1992;;
3432901;REZ. DELOVI ZA RAFINERIJU PAN^EVO;8050007;13/08/1992;;
3432902;CIKLOP.ZUP^.ZA BAGERSKO BRODAR.PRED. BEOGRAD;6003427;13/08/1992;;
3432903;IZRADA REDUK.CH-250 ZA BEO^IN;8113823;13/08/1992;;
3432904;IZRADA POZICIJA SKLOPOVA STF ZA TE KOSOVO A;9016252;13/08/1992;;
3440101;IZRADA REZ DELOVA ZA ETPLAS;7142854;14/08/1992;;
3440703;REZ. DEL.ZA AUTOSRBIJU BEOGRAD;7015186;14/08/1992;;
3440704;REZ. DELOVI ZA TEHNOGRADNJU PALANKA;6010202;14/08/1992;;
3440705;IZRADA DELOVA ZA [AMOT ARANDJELOVAC;7114052;14/08/1992;;
3440706;DELOVI ZA [AMOT ARANDJELOVAC;7114052;14/08/1992;;
3440707;DELOVI ZA [AMOT ARANDJELOVAC;7114052;14/08/1992;;
3440801;OBRADA ZA INDKOP BEOGRAD;;14/08/1992;;
3440901;IZR.DEL.ZA JEL[INGRAD BANJA LUKA;1122088;14/08/1992;;
3441001;IZRADA OSOVINA ZA TRNOV^E;;14/08/1992;;
3441101;IZR. DEL. ZA MERMER MLADENOVAC;6707882;14/08/1992;;
3441201;IZR. DEL. ZA TRUDBENIK BEOGRAD;7026013;14/08/1992;;
3441301;IZR. DEL. ZA ATLAS COPCO SMEDEREVO;6706525;14/08/1992;;
3441401;IZRADA DEL, ZA  TE PLJEVLJA;;14/08/1992;;
3441501;IZR. DEL. ZA MKS SMEDEREVO;7584563;14/08/1992;;
3441502;IZR. DEL. ZA MKS SMEDEREVO;7584563;14/08/1992;;
3441701;BRU[ENJE KLIPNJA]E ZA HIPEN SMEDEREVO;6981747;14/08/1992;;
3450202;IZR. OPREME ZA SIMAKS SMEDEREVO;6994792;14/08/1992;;
3450205;IZR. OPREME ZA SIMAKS SMEDEREVO;6994792;14/08/1992;;
3450404;"IZR, DEL. ZA""12 OKTOBAR"" TOPOLA";7280238;14/08/1992;;
3450501;IZR. OPREME ZA GRAMONT  N BEOGRAD;6992951;14/08/1992;;
3450702;IZR. DEL. ZA GVOZDJAR KRALJEVO;7152876;14/08/1992;;
3450703;IZR. DEL. ZA  GVOZDJAR KRALJEVO;7152876;14/08/1992;;
3450901;IZR. DEL. ZA ROPO]EVO ,SOPOT;7033656;14/08/1992;;
3451201;IZR. DEL. ZA KRU[IK VALJEVO;6706932;14/08/1992;;
3451101;Mip procesna oprema CUPRIJA  OBR PRIRUB.;7304030;14/08/1992;;
3451301;SE]ENJE ZA GOMA[INU BEOGRAD;;14/08/1992;;
3451501;AUTOGRNO SE]ENJE M.BLAGOJEVI] SMEDEREVO;7222211;14/08/1992;;
3451601;USUGE SE]ENJA ZA VR[KA ]UKA;6991092;14/08/1992;;
3460030;IZRADA REDUKTORA ZA FOPIG;7343264;14/08/1992;;
3460204;MA[ KALJENJE ZUP^ANIKA MKS SMEDEREVO;7584563;14/08/1992;;
3460402;KALJENJE ZUP^.ZA MKS SMEDEREVO;7584563;14/08/1992;;
3460410;KALJENJE ZUP^> zA MKS SMEDEREVO;7584563;14/08/1992;;
3460411;CEMENTIRANJE I KALJENJE ZA MKS;7584563;14/08/1992;;
3460412;INDUK. KALJENJE ZA MKS SMEDEREVO;7584563;14/08/1992;;
3460413;INDUK. KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460414;IND/ KALJENJE ZA MKS SMED,;7584563;14/08/1992;;
3460415;IND/ KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460416;IND. KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460417;IND. KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460418;IND/ KALJENJE ZA MKS SMED,;7584563;14/08/1992;;
3460419;IND/ KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460420;TER. OBRADA ^LANKA ZA MKS;7584563;14/08/1992;;
3460421;IND/ KALJENJE  ZA MKS;7584563;14/08/1992;;
346421;IND. KALJENJE ZA MKS;7584563;14/08/1992;;
3460422;IND. KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460423;POBOLJ[ANJE ZA MKS SMED.;7584563;14/08/1992;;
3460424;TERM. OBRADA I BRU[ENJE ZA MKS;7584563;14/08/1992;;
3460425;INDUK KALJENJE ZA MKS SMED.;7584563;14/08/1992;;
3460426;IND. KALJENJE ZA MKS SMED,;7584563;14/08/1992;;
3460610;CEMENTACIJA GLAVA ZA ELDON PALANKA;6702465;14/08/1992;;
3460612;TER. OBRADA ZA ELDON;6702465;14/08/1992;;
3461101;INDUK. KALJENJE ZA PROGRES MLADENOVAC;6701396;14/08/1992;;
3461102;INDUK. KALJENJE ZA PROGRES MLADENOVAC;6701396;14/08/1992;;
3461103;INDUK,KALJENJE ZA PROGRES MLAD.;6701396;14/08/1992;;
3461201;TER. OBRADA SVORNJAKA ZA METALKOP VALJEVO;6992030;14/08/1992;;
3461301;INDUK, KALJENJE ZA IRI METAL;6992994;14/08/1992;;
3661401;TO ZA OPLENAC TOPOLA;;14/08/1992;;
3461401;TER. OBRADA ZA OPLENAC TOPOLA;7123540;14/08/1992;;
3461402;TER. OBRADA ZA OPLENAC TOPOLA;7123540;14/08/1992;;
3461403;TER. OBRADA ZA OPLENAC TOPOLA;7123540;14/08/1992;;
3461501;TERMI^KA OBRADA ZA TEHNOGRADNJU PALANKA;6010202;14/08/1992;;
3461601;INDUK KALJENJE ZA JASTREBAC NI[;7133880;14/08/1992;;
3461701;TERM. OBRADA  ZA PP GITARI];;14/08/1992;;
3461801;TO  ZA PREC. LIV. MIONICA;;14/08/1992;;
3461901;IND. KALJENJE  ZA JUGOINZENJERING SMED,;;14/08/1992;;
3462001;KALJENJE ZUP^ANIKA  ZA D.DRGOLJEVIC;;14/08/1992;;
3462101;KALJENJE UTOPA ZA SZR ALAT. SMED, PAL,;;14/08/1992;;
3462201;IND. KALJENJE I.MILUTINOVI] BGD;7014759;14/08/1992;;
3462301;TER. OBRADA NAV. PLO]A ZA FAGRAM SMED.;7143753;14/08/1992;;
3462501;IND. KALJENJE ZA UNIVERZAL SMEDEREVO;;14/08/1992;;
3462602;POBOLJ. ZAVRT. EPS TERMOEL.KOSTOLAC;7163126;14/08/1992;;
3470102;SNACIJA REMENICE ZA 7JULI KRNJEVO;6715818;17/08/1992;;
3470103;LAN^ANIK ZA ZEM ZADR 7 JUL LAOLE;;17/08/1992;;
3470104;OBRADA ^AURA ZA NAPREDAK V PLANA;6703879;17/08/1992;;
3470601;OBRADA LAN^ANIKA ZA VOJNU PO[T PALANKA;6071368;17/08/1992;;
3470101;IZRADA ZUP^ANIKA ZA METAL MATIK BEO^IN;6998267;17/08/1992;;
3470801;IZRADA ZUP^ANIKA ZA NEMETALI TOPOLA;7212941;17/08/1992;;
3470802;IZRADA SVORNJAKA ZA NEMETALI TOPOLA;7212941;17/08/1992;;
3470803;IZRADA ZUP^ANIKA ZA UZOR PALANKA;7142668;17/08/1992;;
3470901;IZRADA REZ DELOVA ZA MKS SMEDEREVO;7584563;17/08/1992;;
3471001;IZRADA REZ DELOVA ZA KOLUBARU;7134649;17/08/1992;;
3671002;UPARIVANJE ZUP^ANIKA ZA KOLUBARU;7134649;17/08/1992;;
3471201;PROVLA^ENJE DELOVA ZA ZMAJ ZEMUN;7034849;17/08/1992;;
3471301;IZRADA ZUP^ANIKA ZA PROGRES MLADENOVAC;6701396;17/08/1992;;
3471401;IZRADA ZUP^ANIKA ZA [AMOT ARAN\ELOVAC;7114052;17/08/1992;;
3471501;SANACIJA DISKA ZA VELIKO ORA[JE;6025293;17/08/1992;;
3401106;IZRADA GLAV^INA ZA [V;7317280;17/08/1992;;
3401103;IZRADA PU@A I PU@NOG KOLA ZA [V;7317280;17/08/1992;;
3401104;IZRADA PU@NOG KOLA ZA [V;7317280;17/08/1992;;
3401107;IZRADA ZUP^ASTE LETVE ZA [V;7317280;17/08/1992;;
3401108;IZRADA GLAV^INA ZA [V;7317280;17/08/1992;;
3402207;INDUKCIONO KALJENJE ZUP ZA GO[A SIMICEVO;7299265;17/08/1992;;
3402210;TERMI^KA OBRADA ZUP^ANIKA ZA SIMICEVO;7299265;17/08/1992;;
3402212;TERMI^KA OBRADA ZUP^ANIKA ZA SIMICEVO;7299265;17/08/1992;;
3402213;TERMI^KA OBRADA ZUP^ANIKA SIMI]EVO;7299265;17/08/1992;;
3405503;SE^ENJE I IZRADA DELOVA ZA MONTA@U;7314914;17/08/1992;;
3405508;TERMI^KA OBRADA DELOVA ZA MONTA@U;7314914;17/08/1992;;
3405509;BRU[ENJE KLIPNJA^E ZA MONTA@U;7314914;17/08/1992;;
3405511;BRU[ENJE ^AURE ZA MONTA@U;7314914;17/08/1992;;
3406602;IZRADA PU@A IPU@NOG TO^KA ZA FOPIG;7343264;17/08/1992;;
3407709;KALJENJE DELOVA ZA 12 OKTOBAR TOPOLA;7280238;17/08/1992;;
3407710;KALJENJE ALATA ZA 12 OKTOBAR TOPOLA;7280238;17/08/1992;;
3407711;KALJENJE ALATA ZA 12 OKTOBAR TOPOLA;7280238;17/08/1992;;
3402211;CEMENTACIJA SPOJNICE ZA DV SERVIS PLANA;7349700;17/08/1992;;
3403010;IZRADA ALATA ZA SOPSTVENE POTREVBE;7264348;17/08/1992;;
3401503;REZER DELOVI MAGACINSKA PORU@BINA;7264348;17/08/1992;;
3401801;[KART DELOVA ZA FOM;7264348;17/08/1992;;
3404101;TEKU]E ODR@AVANJE ZA FOM;7264348;17/08/1992;;
3430319;KOKA KOLA LIPLJANI;6991238;17/08/1992;;
3406603;KOMPLETNA IZRADA ZUPCANIKA;7314914;04/11/1992;;
3407707;KALJENJE DELOVA;7280238;04/11/1992;;
3407712;SECENJE MATERIJALA;7280238;04/11/1992;;
3407713;SECENJE MATERIJALA;7280238;04/11/1992;;
3407714;ZAEENJE NA 7OO CVODJICE;7280238;04/11/1992;;
3460427;POBOLJ. I INDUK.KALJENJE;7159757;04/11/1992;;
3460428;INDUKCIONO KALJENJE;7159757;04/11/1992;;
3460429;INDUKCIONO KALJENJE;7159757;04/11/1992;;
346043;INDUKCIONO KALJENJE;7159757;04/11/1992;;
3460431;INDUKCIONO KALJENJE;7159757;04/11/1992;;
3460432;POBOLJSANJEBANDAZA;7159757;04/11/1992;;
3460434;POBOLJSANJE ZUPCANIKA;7159757;04/11/1992;;
3460435;TERMICKA OBRADA TOCKA;6996698;04/11/1992;;
3460436;INDUKC. KALJENJE OSOVINA;7159757;04/11/1992;;
3460437;HABAJUCA PLOCA;7246927;04/11/1992;;
3460438;INDUKCIONO KALJENJE;7159757;04/11/1992;;
3461104;INDUKCIONO KALJENJE;6701396;04/11/1992;;
3461105;INDUKCIONO  KALJENJE;6701396;04/11/1992;;
3461106;INDUKCIONO KALJENJE;6701396;04/11/1992;;
3461602;INDUKCIONO KALJENJE;7133871;04/11/1992;;
3461702;POBOLJSANJE MIKSERA;6996698;04/11/1992;;
3461703;KALJENJE SEKACA;6996698;04/11/1992;;
3461704;TERMICKA OBRADA;6996698;04/11/1992;;
1300000;usluge za gosa sV;7317280;05/11/1992;;
2100000;usluge za gosa drumska vozila;7349700;05/11/1992;;
3500000;usluge za gosa fam;7627343;05/11/1992;;
6100000;usluge za gosa fopig;7343264;05/11/1992;;
5000000;usluge za gosa energetika;7316828;05/11/1992;;
7000000;usluge za gosa elo;7316828;05/11/1992;;
3461202;usluge termicke obrade;6992030;05/11/1992;;
3432146;reduktori za plpvnu dizalicu;7014147;05/11/1992;;
3432350;ticihaf  al\ir;7084897;05/11/1992;;
3461803;termicka obrada odlivaka;7254649;05/11/1992;;
3462601;kaljenje na 4o/42 hro;7164335;05/11/1992;;
3462801;peskarenje cevi;6701973;05/11/1992;;
3462901;zarenje postolja;6717942;05/11/1992;;
3463001;     induk kaljenje vratila;6026940;05/11/1992;;
346301;ind. kaljenje vratla  BMG;6983561;05/11/1992;;
3463101;;6983561;05/11/1992;;
3470105;SANACIJA ZUPCANIKA;6983561;05/11/1992;;
3470202;IZRADA VRATILA VENTILATORA;7164335;05/11/1992;;
3470203;REMONT REDUKTORA;8050163;05/11/1992;;
3470204;SANACIJA KUCISTA;8050163;05/11/1992;;
3470205;IZRADA DIFUZORA;7164335;05/11/1992;;
3470402;BRUSANJE ZUBA  ZA MIN FITIP;7264011;05/11/1992;;
3470501;BRUSENJE ZUBA ZA HEROJ SRBU SMED.;7246927;05/11/1992;;
3471101;POPRAVKA REDUKTORA I.MAJ LAPOVO;6718698;05/11/1992;;
3471003;UPARIVANJE  ZUPCANIKA KOLUBARA METAL;7134649;05/11/1992;;
3471601;PUZ I PUZNIVENAC AZOTARA PANCEVO;8050163;05/11/1992;;
3471801;DORADA ZUPCANIKA RASADNIK ZABARI;7142706;05/11/1992;;
3471901;IZR. VALJAKA I UREDJAJA SERVIS JAKOVLJEVIC;6983596;05/11/1992;;
3472001;IZR REZ. DEL.ZA LANCANIK JASENOVAC KREPOLJIN;7221053;05/11/1992;;
3472301;IZRADA ZUPC. ZA KRAN JEDINSTVO PALANKA;7159635;05/11/1992;;
3472101;IZRADA ZUPCANIKA METAL MIONICA;7262876;05/11/1992;;
3432964;EPS JP,POV.KOPOVI KOSTOLAC REPAR.REDUKTORA;7164335;05/11/1992;;
3460430;induk.kaljenje za pord smederevo;7159757;06/11/1992;;
3480802;termicka obrada za zcz our masine;7150911;06/11/1992;;
3460802;termicka obrada za zcz our masine;7150911;06/11/1992;;
3432367;;6025412;06/11/1992;;
4003212;;6025412;06/11/1992;;
3402204;termicka obrada za simicevo;7299265;09/11/1992;;
3405506;izrada plpce gosa montaza  v. plana;3233359;09/11/1992;;
3405510;autogeno secenje prstena  montaza;7314914;09/11/1992;;
3431701;izr dokum za mini centralu;6992064;09/11/1992;;
3432479;el. poske runap bgd;7058128;09/11/1992;;
3432155;mostna dizalica montza  vel. plana;7314914;09/11/1992;;
3432159;sanacija dizalice ztp bgd.;6718337;09/11/1992;;
3432232;projekt i izr. dizalice vp.sm. pal.;6071368;09/11/1992;;
3432158;sanacija dizalice inv.eksp.sm.pal.;6701973;09/11/1992;;
3432582;izr. konb. spoj. el.priv. kosovo;6701973;09/11/1992;;
3432584;sanduk za akumul. rudnik vrska cuka;6991092;09/11/1992;;
3432602;izr. zupcanika f.ka secera vrbas;6982549;09/11/1992;;
3432603;sanacija por. kotla javor v. plana;6982166;09/11/1992;;
3432907;iz. ozub. vratila rafinerija pancevo;8050007;09/11/1992;;
3441601;jednosin. pot. kolica rafinerija pamcevo;8050007;09/11/1992;;
3441801;klin crt. vodj. metalkop bgd.;8050007;09/11/1992;;
3451801;secenje sipke dp. demi despotovac;7126824;09/11/1992;;
3432355;hmo za prevod. kanal.mreza becej;8023891;09/11/1992;;
3432368;ak.3 rez. brz. pod. zatv. jp el.priv.bgd.;6710115;09/11/1992;;
3432547;reduktri za tamnavu istok;6029507;09/11/1992;;
3432562;rez. del.za bager tamnava zapad;6017134;09/11/1992;;
3432564;odlagac tamnava istok;6025692;09/11/1992;;
3432577;rez. del. za tamnavu istok;6025692;09/11/1992;;
3432604;rez. del. za udar. cekice kostolac b;7163126;09/11/1992;;
3432905;izr. plas koc. dobosa naftagas;8050007;09/11/1992;;
3432906;obr. gor. dela kuc. pim bgd.;7014759;09/11/1992;;
3441102;PETAR DRAPSIN MLADENOVAC DORADA VODJICE;7046022;09/11/1992;;
3401105;izr.multiplikatora usl.sv;7068859;10/11/1992;;
3432229;namenski program;7068859;10/11/1992;;
3432145;IZRADA DIZALICE ZA PRENOS PREGRADE NA BROD;6024840;10/11/1992;;
3432712;SER;6024840;10/11/1992;;
3432714;IZRADA DELOVA MULJNIH PUMPI;6024840;10/11/1992;;
3432968;V/O BELORUSIHTORG MINSK IZR.KONIC.PAROVA;1081276;11/11/1992;;
3432706;propelerski set za BTB;7014147;11/11/1992;;
3450102;rad radnika na ternu Kolubara;7063954;11/11/1992;;
3401402;osvajanje nove proizvodnje FOM;7264348;11/11/1992;;
3402206;rad radnika u DV;7349700;11/11/1992;;
3451701;rad radnika u Zeljezari Smederevo;7266927;11/11/1992;;
3432478;elektro puske RUDIMEX;6022529;11/11/1992;;
3432230;namenski program (vojn.krev.);6016286;11/11/1992;;
3432365; Izrada tunela za IRAN;6200621;11/11/1992;;
3432231;namenski program;7254649;11/11/1992;;
3432366;zatega inavrt kanal mreza n sad;8023891;12/11/1992;;
3430309;VIJADUKT;3275124;12/11/1992;;
3401101;IZRADA GLAVCINA ZA SINSKA VOZILA;7317280;11/12/1992;;
3405504;usluge za Montazu;7264399;11/12/1992;;
3405505;usluge za montazu;7264399;11/12/1992;;
3402208;secenje traka;7291515;11/12/1992;;
3402209;izrada elemenata za servis DV;7291515;11/12/1992;;
2500000;USLUGE ZA MO;7349700;28/12/1992;;
3407708;USLUGE ZA [KOLA GO[A;7160895;28/12/1992;;
3432147;POPRAVKA KRANA ZA HE BB PERU]AC;7155174;28/12/1992;;
3432153;REPARACIJA PORT DIZALICE;6706932;28/12/1992;;
3432357;REKONSTRUKCIJA ZA BRANU BENI AMRAN ALZIR;7023600;28/12/1992;;
3432468;IZR PROTOTIPA ZA NAVARIVANJE;7058128;28/12/1992;;
3432546;ODLAGAC TAMNAVA ZAPAD;6017134;28/12/1992;;
3432552;KLETVIC;7058128;28/12/1992;;
3432569;PROJEKTOVANJE I AKZ REZ DEL;6705057;28/12/1992;;
3432581;IZRADA SPOJNICE ZA DOBO[ KOLUBARA;7134207;28/12/1992;;
3432583;SANACIJA BAGERA;6101372;28/12/1992;;
3432708;MULJNE PUMPE NOHON;7084897;28/12/1992;;
3432819;IZRADA KONTEJNERA AJKOF;6017207;28/12/1992;;
3432929;IZRADA REDUKTORA DDR RUDNAP;7058128;28/12/1992;;
3432961;MAGACINSKE REZERVE FOM;7264348;28/12/1992;;
3432979;JP MATROZ S.MITROVICA OZUB.VRATILO;6993052;28/12/1992;;
3461802;PRECIZNA LIVNICA MIONICA SMEDEREVO;6702546;28/12/1992;;
3470701;ZUPCANIK METAL MATIK BEOCIN;6998267;28/12/1992;;
3471002;ZUPCANIK KOLUBARA METAL;7134649;28/12/1992;;
3432933;REZ DEL ZA REDUKTOR ZENICA;1081276;28/12/1992;;
3432935;POVR[. KOPOVI KOSTOLAC;7164335;28/12/1992;;
3432943;GSP BEOGRAD  IZR.KU]I[TA;7022672;28/12/1992;;
3460615;POBOLJSANJE OSOVINE;6702465;19/01/1993;;
3461107;INUKCIONO VALJANJE;7011652;19/01/1993;;
3461108;INUK KALJENJE;7011652;19/01/1993;;
3401110;usluge;6025412;19/01/1993;;
3402214;usluge drumska vozila;7349700;19/01/1993;;
3405502;nosac sat montaza gosa;7314914;19/01/1993;;
3406601;rundiranje valjka gosa fopig;7343264;19/01/1993;;
3401109;izr,glavcine za [V;7317280;20/01/1993;;
3405512;spojnice servis vel.plana;7291515;20/01/1993;;
3405513; ankeri Montaza V Plana;7314914;20/01/1993;;
3432162;mosne dizalice Montaza V Plana;7314914;20/01/1993;;
3401403;osvaj,nove tehn.puzni par [ecerane;7264348;20/01/1993;;
3401404;izrada prot, bus. glava;7264348;20/01/1993;;
3460206;cement, caura Heroj Srba Smederevo;7246927;20/01/1993;;
3460404;kaljenje zupcanika MKS Smed.;7584563;20/01/1993;;
3460433;bakarni zid MKS PORD SMEDEREVO;7159757;20/01/1993;;
3460439;INDUK. KALJENJE MKS PORD SMEDEREVO;7159757;20/01/1993;;
3460440;induk kaljenje MKS PORD Smederevo;7159757;20/01/1993;;
